Total cases,Johor,Kedah,Kelantan,Malacca,Negeri Sembilan,Pahang,Penang,Perak,Perlis,Sabah,Sarawak,Selangor,Terengganu,Kuala Lumpur,Putrajaya,Labuan,Date
2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-14
2,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,2020-02-27
2,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-08
2,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,2020-03-14
2,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5,null,null,2020-02-05
2,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,2020-02-05
2,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-06
2,0.3333333333333333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-01-28
2,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,2020-02-07
2,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-07
2,null,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-05
2,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,2020-02-06
2,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,2020-02-06
3,null,null,0.3,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-13
3,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-05
3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,2020-03-16
3,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,2020-02-07
3,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-14
3,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,2020-01-25
3,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,2020-02-08
3,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,2020-02-09
3,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-03
3,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-01-30
4,null,null,null,null,null,null,null,null,null,null,null,0.3333333333333333,null,null,null,null,2020-01-28
4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,2020-03-16
4,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,null,null,2020-03-16
4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-17
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-08
4,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-03
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-03
4,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-01
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-01
4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,2020-03-17
4,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,2020-01-30
4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-03-18
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-28
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-09
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-13
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-07
4,null,null,null,null,null,null,null,null,null,null,null,null,null,0.25,null,null,2020-02-13
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-14
4,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-14
4,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-28
4,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-15
4,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,2020-02-15
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-15
4,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-06
4,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-27
4,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-02-27
4,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,2020-02-14
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-22
5,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,2020-02-07
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-19
5,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-14
5,null,null,null,null,null,null,null,null,null,null,null,null,null,0.08333333333333333,null,null,2020-02-27
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-23
5,null,0.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-13
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-20
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,2020-03-18
5,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,2020-02-05
5,null,null,null,null,null,null,null,null,null,null,null,0.25,null,null,null,null,2020-02-03
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-24
5,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,2020-02-06
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-21
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-25
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-27
5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-26
6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-03-20
6,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,null,null,2020-03-14
6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-03-19
6,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,null,2020-02-08
6,null,null,null,5.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-14
6,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,2020-02-28
7,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,2020-03-14
7,null,null,null,null,null,null,null,null,null,null,null,null,3.0,null,null,null,2020-03-17
7,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,null,2020-02-09
7,null,null,null,null,null,null,0.7,null,null,null,null,null,null,null,null,null,2020-03-13
7,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,2020-02-13
7,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5,null,null,2020-03-01
7,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,2020-02-14
8,null,null,null,null,null,null,null,null,3.0,null,null,null,null,null,null,null,2020-03-16
8,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,null,2020-02-15
8,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-17
8,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,2020-02-27
8,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-18
9,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,2020-03-19
9,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-23
9,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-20
9,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-21
9,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,2020-03-03
9,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,null,2020-02-28
9,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-24
9,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-22
9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.0,null,2020-03-21
9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-03-22
10,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-27
10,null,null,null,null,null,null,null,null,null,null,null,null,3.0,null,null,null,2020-03-18
10,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-26
10,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-28
10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-29
10,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,2020-03-25
10,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-03-29
10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.0,2020-03-28
10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-30
10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-03-31
10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-01
10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-02
10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-03
11,null,null,null,null,0.9,null,null,null,null,null,null,null,null,null,null,null,2020-03-13
11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-05
11,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,2020-03-19
11,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,2020-03-30
11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,2020-04-04
12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,2020-04-06
12,null,null,null,null,null,null,null,null,null,null,null,1.5,null,null,null,null,2020-03-01
12,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,2020-03-31
12,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-03
12,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-02
12,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-01
12,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-04
13,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-06
13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,2020-04-07
13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.0,null,2020-03-23
13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-08
13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-09
13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-10
13,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,2020-04-05
14,null,null,null,4.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-16
15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-12
15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-16
15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-15
15,null,null,null,null,null,null,4.0,null,null,null,null,null,null,null,null,null,2020-03-16
15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-14
15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-13
15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,2020-04-11
15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-03-24
15,null,null,null,null,null,null,null,null,null,1.5,null,null,null,null,null,null,2020-03-13
16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,2020-03-25
16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,2020-04-17
16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,2020-04-18
17,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-10
17,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-13
17,null,null,null,null,null,null,null,null,null,null,null,2.5,null,null,null,null,2020-03-03
17,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-08
17,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-11
17,null,null,null,null,null,null,null,null,4.0,null,null,null,null,null,null,null,2020-04-07
17,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-12
17,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-09
17,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-17
18,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-18
18,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-15
18,null,null,7.5,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-16
18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-03-26
18,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-16
18,null,null,null,null,null,null,null,null,0.0,null,null,null,null,null,null,null,2020-04-17
18,null,null,null,null,null,null,null,null,1.0,null,null,null,null,null,null,null,2020-04-14
18,null,null,null,null,null,null,null,8.0,null,null,null,null,null,null,null,null,2020-03-16
18,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-18
19,null,null,null,null,null,8.5,null,null,null,null,null,null,null,null,null,null,2020-03-16
19,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-14
20,1.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-13
20,null,null,null,null,null,null,null,null,null,null,null,null,9.0,null,null,null,2020-03-20
20,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-19
20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-03-28
20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-03-27
21,null,null,null,null,null,null,null,null,null,null,7.5,null,null,null,null,null,2020-03-16
22,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-21
22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-03-29
22,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-20
22,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-14
23,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-22
23,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,null,null,2020-03-17
23,null,null,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,2020-03-17
24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-03-30
25,null,null,7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-17
25,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-23
26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-04-01
26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-03-31
26,null,null,null,null,null,null,null,null,null,11.0,null,null,null,null,null,null,2020-03-14
27,null,null,null,null,null,null,null,null,null,null,null,null,7.0,null,null,null,2020-03-21
28,null,null,null,null,null,null,null,5.0,null,null,null,null,null,null,null,null,2020-03-18
28,null,null,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,2020-03-17
29,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,2020-03-18
29,null,null,null,null,null,null,null,null,null,null,8.0,null,null,null,null,null,2020-03-17
30,null,null,null,null,null,null,7.0,null,null,null,null,null,null,null,null,null,2020-03-18
30,null,null,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-18
31,null,null,null,6.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-24
31,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-17
31,null,13.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-16
32,null,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,2020-03-19
32,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,2020-03-19
32,null,null,null,null,null,null,null,null,null,null,null,null,5.0,null,null,null,2020-03-22
33,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-26
33,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-27
33,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-25
34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.0,null,2020-04-02
35,null,null,null,null,null,null,null,7.0,null,null,null,null,null,null,null,null,2020-03-19
35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,2020-04-03
36,null,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-18
36,null,null,null,null,null,4.0,null,null,null,null,null,null,null,null,null,null,2020-03-20
36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,2020-04-04
37,null,null,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,2020-03-21
37,null,null,null,null,null,null,5.0,null,null,null,null,null,null,null,null,null,2020-03-20
37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,2020-04-05
38,null,null,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,2020-03-23
38,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-03-24
38,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-03-25
39,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,2020-03-26
40,null,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,2020-03-22
40,null,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-19
40,null,null,null,null,null,null,null,null,null,null,null,null,null,3.1,null,null,2020-03-13
41,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,null,null,2020-03-27
41,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.0,null,2020-04-06
41,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-20
42,null,null,null,9.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-28
42,null,null,null,null,11.5,null,null,null,null,null,null,null,null,null,null,null,2020-03-16
43,null,null,null,null,null,null,null,null,null,null,null,null,null,3.0,null,null,2020-03-14
43,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-04-07
43,null,null,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-29
44,null,null,14.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-19
45,null,null,null,null,null,null,null,null,null,null,null,null,4.0,null,null,null,2020-03-28
45,null,null,null,null,null,null,null,10.0,null,null,null,null,null,null,null,null,2020-03-20
45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-04-08
45,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-18
45,null,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-17
47,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,null,null,2020-03-29
47,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-03-31
47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-04-09
47,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,2020-03-30
47,null,6.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-21
48,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,null,null,2020-04-01
49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-04-10
49,null,null,null,null,null,null,null,null,null,null,20.0,null,null,null,null,null,2020-03-18
50,null,null,null,7.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-30
50,null,null,null,null,null,null,13.0,null,null,null,null,null,null,null,null,null,2020-03-21
50,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,null,null,2020-04-02
51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-04-11
51,null,null,null,null,null,null,null,null,null,null,2.0,null,null,null,null,null,2020-03-19
51,null,null,7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-20
52,15.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-16
52,null,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-22
52,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-31
52,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,2020-04-12
54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-04-15
54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0,null,2020-04-13
54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-04-14
55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0,null,2020-04-16
55,null,null,null,null,null,null,null,10.0,null,null,null,null,null,null,null,null,2020-03-21
55,null,null,null,null,10.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-19
55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-04-17
55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,2020-04-18
56,null,null,null,null,null,0.0,null,null,null,null,null,null,null,null,null,null,2020-03-24
56,null,null,null,null,null,16.0,null,null,null,null,null,null,null,null,null,null,2020-03-23
57,null,null,null,null,null,null,null,null,null,15.5,null,null,null,null,null,null,2020-03-16
58,null,null,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,2020-03-22
58,null,null,null,null,null,null,null,null,null,null,7.0,null,null,null,null,null,2020-03-20
59,null,7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-23
61,null,null,10.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-21
63,null,null,null,11.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-01
63,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-22
64,null,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,null,2020-03-25
64,null,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-24
65,null,null,null,null,10.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-20
66,null,null,null,null,null,null,null,11.0,null,null,null,null,null,null,null,null,2020-03-22
66,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,2020-03-26
66,null,null,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,2020-03-23
68,null,null,null,null,null,null,null,null,null,null,10.0,null,null,null,null,null,2020-03-21
68,null,null,null,null,null,null,null,null,null,null,null,null,18.0,null,null,null,2020-04-03
68,null,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,2020-03-24
69,null,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-25
70,null,null,null,null,null,4.0,null,null,null,null,null,null,null,null,null,null,2020-03-27
70,null,null,null,null,null,null,2.0,null,null,null,null,null,null,null,null,null,2020-03-25
70,null,null,null,7.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-02
70,null,null,null,null,5.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-21
71,null,null,8.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-23
72,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-26
73,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-27
73,null,null,null,3.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-03
74,null,null,null,null,null,null,4.0,null,null,null,null,null,null,null,null,null,2020-03-26
74,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-28
74,null,null,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,2020-04-04
75,null,null,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-04
75,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-29
76,null,null,null,null,null,null,null,null,null,null,8.0,null,null,null,null,null,2020-03-22
77,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-30
77,25.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-17
77,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-31
78,null,null,null,null,8.0,null,null,null,null,null,null,null,null,null,null,null,2020-03-22
78,null,null,null,null,null,null,null,null,null,null,2.0,null,null,null,null,null,2020-03-23
78,null,null,7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-03-24
79,null,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-01
80,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-02
80,null,null,null,null,null,null,6.0,null,null,null,null,null,null,null,null,null,2020-03-27
81,null,null,null,null,null,null,null,15.0,null,null,null,null,null,null,null,null,2020-03-23
81,null,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-03
81,null,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-04-04
