Date,Total cases,Total deaths,Total recovered,Active cases
2020-04-17,69,2,201,-134
2020-04-18,54,2,135,-83
2020-04-19,84,1,95,-12
2020-04-20,36,0,98,-62
2020-04-21,57,3,54,0
2020-04-22,50,1,103,-54
2020-04-23,71,2,90,-21
2020-04-24,88,1,121,-34
2020-04-25,51,2,99,-50
2020-04-26,38,0,100,-62
2020-04-27,40,1,95,-56
2020-04-28,31,1,75,-45
2020-04-29,94,0,55,39
2020-04-30,57,2,84,-29
2020-05-01,69,1,39,29
2020-05-02,105,0,116,-11
2020-05-03,122,2,87,33
2020-05-04,55,0,71,-16
2020-05-05,30,1,83,-54
2020-05-06,45,1,135,-91
2020-05-07,39,0,74,-35
2020-05-08,68,0,88,-20
2020-05-09,54,1,65,-12
2020-05-10,67,0,96,-29
2020-05-11,70,1,88,-19
2020-05-12,16,0,110,-94
2020-05-13,37,2,58,-23
2020-05-14,40,1,70,-31
2020-05-15,36,0,88,-52
2020-05-16,17,1,73,-57
2020-05-17,22,0,59,-37
2020-05-18,47,0,44,3
2020-05-19,37,1,31,5
2020-05-20,31,0,60,-29
2020-05-21,50,0,90,-40
2020-05-22,78,1,63,14
2020-05-23,48,0,53,-5
2020-05-24,60,0,33,27
2020-05-25,172,0,34,138
2020-05-26,187,0,62,125
2020-05-27,15,0,42,-27
2020-05-28,10,0,86,-76
2020-05-29,103,0,66,37
2020-05-30,30,0,95,-65
2020-05-31,57,0,23,34
2020-06-01,38,0,51,-13
2020-06-02,20,0,66,-46
2020-06-03,93,0,61,32
2020-06-04,277,0,28,249
2020-06-05,19,1,51,-33
2020-06-06,37,1,25,11
2020-06-07,19,0,39,-20
2020-06-08,7,0,20,-13
2020-06-09,7,0,281,-274
2020-06-10,2,1,39,-38
2020-06-11,31,0,51,-20
2020-06-12,33,1,103,-71
2020-06-13,43,1,143,-101
2020-06-14,8,1,35,-28
2020-06-15,41,0,54,-13
2020-06-16,11,0,333,-322
2020-06-17,10,0,140,-130
2020-06-18,14,0,127,-113
2020-06-19,6,0,70,-64
2020-06-20,21,0,76,-55
2020-06-21,16,0,10,6
2020-06-22,15,0,21,-6
2020-06-23,3,0,9,-6
2020-06-24,6,0,45,-39
2020-06-25,4,0,40,-36
2020-06-26,6,0,23,-17
2020-06-27,10,0,14,-4
2020-06-28,18,0,10,8
2020-06-29,3,0,16,-13
2020-06-30,2,0,20,-18
2020-07-01,1,0,21,-20
2020-07-02,3,0,62,-59
2020-07-03,5,0,9,-4
2020-07-04,10,0,15,-5
2020-07-05,5,0,4,1
2020-07-06,5,0,11,-6
2020-07-07,6,0,5,1
2020-07-08,3,0,5,-2
2020-07-09,6,0,13,-7
2020-07-10,13,0,12,1
2020-07-11,8,1,4,3
2020-07-12,14,0,4,10
2020-07-13,7,0,1,6
2020-07-14,4,0,4,0
2020-07-15,5,0,2,3
2020-07-16,3,0,12,-9
2020-07-17,18,0,3,15
2020-07-18,9,0,5,4
2020-07-19,15,1,7,7
2020-07-20,21,0,2,19
2020-07-21,15,0,7,8
2020-07-22,16,0,4,12
2020-07-23,9,0,8,1
2020-07-24,21,0,3,18
2020-07-25,23,0,17,6
2020-07-26,13,1,6,6
2020-07-27,7,0,1,6
2020-07-28,39,0,6,33
2020-07-29,13,0,5,8
2020-07-30,8,0,5,3
2020-07-31,12,1,27,-16
2020-08-01,9,0,3,6
2020-08-02,14,0,17,-3
2020-08-03,2,0,4,-2
2020-08-04,1,0,16,-15
2020-08-05,21,0,18,3
2020-08-06,15,0,11,4
2020-08-07,25,0,15,10
2020-08-08,7,0,47,-40
2020-08-09,13,0,9,4
2020-08-10,11,0,19,-8
2020-08-11,9,0,6,3
2020-08-12,11,0,8,3
2020-08-13,15,0,4,11
2020-08-14,20,0,7,13
2020-08-15,26,0,3,23
2020-08-16,25,0,28,-3
2020-08-17,12,0,17,-5
2020-08-18,7,0,26,-19
2020-08-19,16,0,23,-7
2020-08-20,5,0,7,-2
2020-08-21,9,0,13,-4
2020-08-22,8,0,4,4
2020-08-23,10,0,10,0
2020-08-24,7,0,6,1
2020-08-25,11,0,6,5
2020-08-26,6,0,7,-1
2020-08-27,5,0,16,-11
2020-08-28,10,0,36,-26
2020-08-29,11,0,8,3
2020-08-30,17,1,10,6
2020-08-31,6,1,6,-1
2020-09-01,14,1,21,-8
2020-09-02,6,0,4,2
2020-09-03,14,0,4,10
2020-09-04,11,0,9,2
2020-09-05,6,0,21,-15
2020-09-06,6,0,2,4
2020-09-07,62,0,9,53
2020-09-08,100,0,12,88
2020-09-09,24,0,7,17
2020-09-10,45,0,24,21
2020-09-11,182,0,14,168
2020-09-12,58,0,8,50
2020-09-13,47,0,7,40
2020-09-14,31,0,7,24
2020-09-15,23,0,6,17
2020-09-16,62,0,26,36
2020-09-17,21,0,15,6
2020-09-18,95,1,14,80
2020-09-19,20,1,51,-32
2020-09-20,52,0,40,12
2020-09-21,57,0,40,17
2020-09-22,82,0,168,-86
2020-09-23,147,3,39,105
2020-09-24,71,0,64,7
2020-09-25,111,0,30,81
2020-09-26,82,0,89,-7
2020-09-27,150,1,50,99
2020-09-28,115,0,54,61
2020-09-29,101,0,50,51
2020-09-30,89,2,28,59
2020-10-01,260,0,47,213
2020-10-02,287,0,81,206
2020-10-03,317,1,121,195
2020-10-04,293,0,67,226
2020-10-05,432,0,57,375
2020-10-06,691,4,87,600
2020-10-07,489,0,74,415
2020-10-08,375,5,18,352
2020-10-09,354,6,188,160
2020-10-10,374,3,73,298
2020-10-11,561,2,133,426
2020-10-12,563,2,109,452
2020-10-13,660,4,350,306
2020-10-14,660,4,233,423
2020-10-15,589,3,409,177
2020-10-16,629,6,245,378
2020-10-17,869,4,302,563
2020-10-18,871,7,701,163
2020-10-19,865,3,455,407
2020-10-20,862,3,634,225
2020-10-21,732,6,580,146
2020-10-22,847,5,486,356
2020-10-23,710,10,467,233
2020-10-24,1228,7,671,550
2020-10-25,823,8,579,236
2020-10-26,1240,7,691,542
2020-10-27,835,2,674,159
2020-10-28,801,8,573,220
2020-10-29,649,0,685,-36
2020-10-30,799,3,491,305
2020-10-31,659,0,1000,-341
2020-11-01,957,0,972,-15
2020-11-02,834,2,900,-68
2020-11-03,1054,12,875,167
2020-11-04,1032,8,820,204
2020-11-05,1009,6,839,164
2020-11-06,1755,2,726,1027
2020-11-07,1168,3,1029,136
2020-11-08,852,4,825,23
2020-11-09,972,8,1345,-381
2020-11-10,869,6,725,138
2020-11-11,822,2,769,51
2020-11-12,919,1,996,-78
2020-11-13,1304,1,900,403
2020-11-14,1114,2,803,309
2020-11-15,1208,3,1013,192
2020-11-16,1103,4,821,278
2020-11-17,1210,5,1018,187
2020-11-18,660,4,630,26
2020-11-19,1290,4,878,408
2020-11-20,958,3,956,-1
2020-11-21,1041,3,1405,-367
2020-11-22,1096,3,1104,-11
2020-11-23,1884,2,883,999
2020-11-24,2188,4,1673,511
2020-11-25,970,4,2348,-1382
2020-11-26,935,3,2555,-1623
2020-11-27,1109,2,1148,-41
2020-11-28,1315,4,1110,201
2020-11-29,1309,3,1333,-27
2020-11-30,1212,3,2112,-903
2020-12-01,1472,3,1552,-83
2020-12-02,851,2,658,191
2020-12-03,1075,11,948,116
2020-12-04,1141,0,1144,-3
2020-12-05,1123,4,1143,-24
2020-12-06,1335,2,1069,264
2020-12-07,1600,2,1033,565
2020-12-08,1012,4,1750,-742
2020-12-09,959,5,1068,-114
2020-12-10,2234,3,1112,1119
2020-12-11,1810,6,937,867
2020-12-12,1937,9,911,1017
2020-12-13,1229,4,1309,-84
2020-12-14,1371,4,1204,163
2020-12-15,1772,3,1084,685
2020-12-16,1295,7,1052,236
2020-12-17,1220,3,1297,-80
2020-12-18,1683,0,1214,469
2020-12-19,1153,1,998,154
2020-12-20,1340,4,1067,269
2020-12-21,2018,1,1084,933
2020-12-22,2062,1,911,1150
2020-12-23,1348,5,710,633
2020-12-24,1581,2,1085,494
2020-12-25,1247,3,1441,-197
2020-12-26,2335,2,874,1459
2020-12-27,1196,1,997,198
2020-12-28,1594,3,1181,410
2020-12-29,1925,2,1123,800
2020-12-30,1870,6,745,1119
2020-12-31,2525,8,1481,1036
2021-01-01,2068,3,2230,-165
2021-01-02,2295,9,3321,-1035
2021-01-03,1704,11,2726,-1033
2021-01-04,1741,7,1010,724
2021-01-05,2027,8,1221,798
2021-01-06,2593,4,1129,1460
2021-01-07,3027,8,2145,874
2021-01-08,2643,16,2708,-81
2021-01-09,2451,5,1401,1045
2021-01-10,2433,9,1277,1147
2021-01-11,2232,4,1006,1222
2021-01-12,3309,4,1469,1836
2021-01-13,2985,4,994,1987
2021-01-14,3337,15,1710,1612
2021-01-15,3211,8,1939,1264
2021-01-16,4029,8,2148,1873
2021-01-17,3339,7,2676,656
2021-01-18,3306,4,2293,1009
2021-01-19,3631,14,2944,673
2021-01-20,4008,11,2374,1623
2021-01-21,3170,12,2490,668
2021-01-22,3631,18,2554,1059
2021-01-23,4275,7,4313,-45
2021-01-24,3346,11,4427,-1092
2021-01-25,3048,11,3638,-601
2021-01-26,3585,11,4076,-502
2021-01-27,3680,7,1858,1815
2021-01-28,4094,10,3281,803
2021-01-29,5725,16,3423,2286
2021-01-30,5728,13,3805,1910
2021-01-31,5298,14,4522,762
2021-02-01,4214,10,4280,-76
2021-02-02,3455,21,3661,-227
2021-02-03,4284,18,3804,462
2021-02-04,4571,17,4092,462
2021-02-05,3391,19,3392,-20
2021-02-06,3847,12,1692,2143
2021-02-07,3731,15,3369,347
2021-02-08,3100,24,2340,736
2021-02-09,2764,13,3887,-1136
2021-02-10,3288,14,1929,1345
2021-02-11,3384,13,3774,-403
2021-02-12,3318,17,3505,-204
2021-02-13,3499,5,3515,-21
2021-02-14,2464,7,4525,-2068
